0;LLLLLL ;RRRRRR 
1;LLGLGG ;RRRRRR 
2;LLGGLG ;RRRRRR 
3;LLGGGL ;RRRRRR 
4;LGLLGG ;RRRRRR 
5;LGGLLG ;RRRRRR 
6;LGGGLL ;RRRRRR 
7;LGLGLG ;RRRRRR 
8;LGLGGL ;RRRRRR 
9;LGGLGL ;RRRRRR 
